# timestamp tx ty tz qx qy qz qw
1305031916.906183 -1.177697 -0.410524 0.329567 -0.501031 0.189664 0.333050 0.775934
1305031916.938040 -1.185463 -0.416997 0.347286 -0.515060 0.191519 0.329919 0.767585
1305031916.970168 -1.190212 -0.423801 0.369341 -0.527650 0.193007 0.328046 0.759421
1305031917.007195 -1.210387 -0.434243 0.367911 -0.537209 0.194260 0.324420 0.753937
1305031917.039250 -1.230356 -0.449347 0.376769 -0.551014 0.194768 0.322552 0.744587
1305031917.071904 -1.254052 -0.453296 0.389549 -0.566579 0.195417 0.322807 0.732527
1305031917.106761 -1.260974 -0.458500 0.407820 -0.580435 0.198175 0.328391 0.718318
1305031917.138914 -1.289169 -0.473791 0.447021 -0.596515 0.201452 0.330831 0.702949
1305031917.170331 -1.297075 -0.480567 0.456198 -0.610727 0.198737 0.336630 0.688619
1305031917.206140 -1.283044 -0.467286 0.485206 -0.626214 0.193401 0.342792 0.673012
1305031917.237561 -1.292934 -0.469436 0.493382 -0.636080 0.188466 0.345136 0.663901
1305031917.270427 -1.311592 -0.475337 0.496639 -0.645618 0.184908 0.345150 0.655636
1305031917.306058 -1.325832 -0.480541 0.484287 -0.652659 0.182151 0.344232 0.649893
1305031917.338111 -1.321153 -0.475923 0.508121 -0.660194 0.180469 0.341613 0.644108
1305031917.370083 -1.342066 -0.478347 0.505906 -0.661587 0.183250 0.336192 0.644745
1305031917.406791 -1.350072 -0.473692 0.507655 -0.660851 0.185856 0.331313 0.647275
1305031917.437666 -1.350104 -0.472092 0.525964 -0.659083 0.188043 0.326787 0.650738
1305031917.472976 -1.371609 -0.468866 0.504343 -0.647933 0.190458 0.321451 0.663760
1305031917.507030 -1.386556 -0.476943 0.514660 -0.637395 0.195704 0.314804 0.675519
1305031917.538969 -1.387010 -0.477261 0.529817 -0.627706 0.202050 0.310372 0.684712
1305031917.573192 -1.376225 -0.476904 0.554658 -0.619630 0.210272 0.307485 0.690867
1305031917.606174 -1.377410 -0.480044 0.564687 -0.609711 0.218207 0.302265 0.699481
1305031917.638839 -1.371105 -0.486686 0.591184 -0.603683 0.225245 0.296579 0.704892
1305031917.672621 -1.382988 -0.479938 0.585122 -0.593774 0.232307 0.289695 0.713822
1305031917.706922 -1.371179 -0.484208 0.605702 -0.588761 0.236425 0.281912 0.719715
1305031917.738324 -1.394131 -0.474588 0.606035 -0.579883 0.243040 0.269823 0.729289
1305031917.771036 -1.402968 -0.471453 0.618568 -0.571070 0.250687 0.258970 0.737543
1305031917.806698 -1.411613 -0.467843 0.634123 -0.559707 0.257555 0.245816 0.748310
1305031917.838923 -1.428265 -0.472640 0.660721 -0.549295 0.266352 0.232283 0.757216
1305031917.872269 -1.428156 -0.463482 0.678921 -0.536149 0.275088 0.223105 0.766221
1305031917.904470 -1.432468 -0.459077 0.693970 -0.522058 0.282612 0.216227 0.775134
1305031917.937105 -1.435795 -0.447793 0.701843 -0.506125 0.287526 0.205897 0.786621
1305031917.972126 -1.446098 -0.447917 0.714049 -0.491404 0.293521 0.196150 0.796174
1305031918.006251 -1.448984 -0.443825 0.724552 -0.477834 0.298885 0.190897 0.803679
1305031918.038597 -1.448808 -0.442474 0.738014 -0.462619 0.307011 0.186208 0.810589
1305031918.073255 -1.461544 -0.440523 0.744888 -0.446073 0.317555 0.181030 0.816949
1305031918.107277 -1.465938 -0.438306 0.757187 -0.437161 0.327228 0.177881 0.818640
1305031918.139475 -1.471616 -0.439167 0.776422 -0.426636 0.339357 0.174908 0.819894
1305031918.172253 -1.489160 -0.437135 0.794520 -0.415541 0.348233 0.169208 0.823061
1305031918.207647 -1.492557 -0.437638 0.811735 -0.407340 0.351638 0.167114 0.826134
1305031918.239008 -1.496369 -0.440315 0.829682 -0.396799 0.356007 0.165118 0.829786
1305031918.273044 -1.504478 -0.442187 0.847290 -0.384148 0.360837 0.163649 0.833934
1305031918.306806 -1.509358 -0.446199 0.864803 -0.370478 0.365111 0.163049 0.838365
1305031918.339031 -1.520279 -0.449092 0.881145 -0.353905 0.369947 0.161918 0.843607
1305031918.372478 -1.532796 -0.449285 0.899379 -0.340745 0.373103 0.160957 0.847809
1305031918.407048 -1.536508 -0.458690 0.918032 -0.328802 0.372934 0.161922 0.852403
1305031918.439167 -1.547634 -0.464471 0.932374 -0.311938 0.374035 0.159287 0.858732
1305031918.473450 -1.563451 -0.466255 0.947003 -0.297463 0.374028 0.156425 0.864378
1305031918.507307 -1.578374 -0.468873 0.963119 -0.286599 0.371268 0.156377 0.869233
1305031918.539177 -1.587824 -0.475548 0.976236 -0.278734 0.366992 0.157901 0.873322
1305031918.573673 -1.600114 -0.483592 0.990519 -0.270449 0.365359 0.156263 0.876899
1305031918.607130 -1.616344 -0.483111 1.001054 -0.261475 0.363462 0.154377 0.880735
1305031918.639098 -1.627235 -0.491366 1.014504 -0.256975 0.362993 0.156602 0.881859
1305031918.673445 -1.640100 -0.494609 1.026260 -0.249630 0.365318 0.158179 0.882727
1305031918.707256 -1.652805 -0.495783 1.039192 -0.243808 0.369235 0.157899 0.882775
1305031918.741341 -1.668311 -0.495548 1.055102 -0.238775 0.374168 0.158080 0.882041
1305031918.757442 -1.683387 -0.496069 1.072610 -0.233815 0.377404 0.166589 0.880423
1305031918.807817 -1.695102 -0.497170 1.087730 -0.227708 0.377586 0.181361 0.879026
1305031918.841597 -1.704096 -0.500202 1.099235 -0.223212 0.377229 0.194534 0.877514
1305031918.872605 -1.714334 -0.501963 1.110373 -0.219331 0.379939 0.207305 0.874394
1305031918.906791 -1.720680 -0.505548 1.119849 -0.217267 0.383665 0.222778 0.869463
1305031918.940589 -1.727652 -0.511464 1.130431 -0.217247 0.391353 0.236242 0.862460
1305031918.972970 -1.735751 -0.518393 1.144238 -0.216796 0.401372 0.249947 0.854065
1305031919.007066 -1.744454 -0.523837 1.154858 -0.215810 0.410558 0.263104 0.845958
1305031919.040485 -1.745376 -0.533246 1.167358 -0.219255 0.419687 0.273507 0.837248
1305031919.073174 -1.752080 -0.542025 1.179565 -0.218307 0.432067 0.280833 0.828730
1305031919.107148 -1.760417 -0.550795 1.195329 -0.217866 0.444803 0.288676 0.819360
1305031919.141459 -1.764819 -0.560546 1.209930 -0.217448 0.454983 0.296602 0.811008
1305031919.172630 -1.767953 -0.570638 1.221906 -0.217262 0.463747 0.303130 0.803647
1305031919.206869 -1.768774 -0.580876 1.232547 -0.216981 0.473554 0.309877 0.795388
1305031919.240573 -1.772614 -0.588666 1.244108 -0.216091 0.486695 0.317940 0.784440
1305031919.256589 -1.770503 -0.597743 1.258535 -0.216323 0.500229 0.330242 0.770659
1305031919.307348 -1.770515 -0.604539 1.272867 -0.216491 0.512811 0.340584 0.757733
1305031919.340736 -1.759671 -0.613294 1.286651 -0.223606 0.521926 0.349125 0.745457
1305031919.370870 -1.750762 -0.621764 1.303850 -0.226369 0.534116 0.354274 0.733463
1305031919.407545 -1.743694 -0.625733 1.318863 -0.227644 0.544794 0.358460 0.723108
1305031919.440053 -1.732327 -0.630298 1.334338 -0.230556 0.555317 0.362040 0.712316
1305031919.472646 -1.720264 -0.633472 1.352572 -0.230845 0.565902 0.366087 0.701745
1305031919.506593 -1.708862 -0.633979 1.372291 -0.229865 0.574303 0.368356 0.694012
1305031919.540586 -1.701980 -0.630734 1.391832 -0.228568 0.578606 0.370226 0.689859
1305031919.573045 -1.689482 -0.627379 1.403141 -0.229710 0.577607 0.376008 0.687184
1305031919.606511 -1.680871 -0.624648 1.414805 -0.230549 0.579171 0.379523 0.683645
1305031919.641500 -1.677133 -0.618892 1.429142 -0.234442 0.581074 0.383769 0.678315
1305031919.672593 -1.663655 -0.619452 1.448411 -0.243402 0.581955 0.390993 0.670230
1305031919.706527 -1.656655 -0.618406 1.470922 -0.249120 0.582093 0.395069 0.665604
1305031919.740463 -1.652411 -0.610794 1.485587 -0.252832 0.577454 0.401787 0.664221
1305031919.772294 -1.643602 -0.610172 1.491502 -0.260658 0.572408 0.406973 0.662404
1305031919.808248 -1.643613 -0.607841 1.501421 -0.271146 0.573043 0.407029 0.657593
1305031919.841264 -1.637419 -0.608366 1.509645 -0.284229 0.576634 0.407601 0.648513
1305031919.872822 -1.637333 -0.611766 1.528103 -0.296674 0.586767 0.400686 0.638076
1305031919.909147 -1.645124 -0.610321 1.552909 -0.307149 0.594742 0.395546 0.628875
1305031919.940587 -1.644861 -0.610534 1.565622 -0.317274 0.595987 0.395631 0.622586
1305031919.973334 -1.647158 -0.614415 1.584853 -0.328691 0.598241 0.392740 0.616300
1305031920.009096 -1.652659 -0.612348 1.595522 -0.338236 0.597966 0.392037 0.611834
1305031920.040622 -1.650718 -0.615126 1.601438 -0.348910 0.600274 0.391433 0.603915
1305031920.073200 -1.657138 -0.618856 1.619519 -0.359460 0.607508 0.386255 0.593742
1305031920.108594 -1.659729 -0.621056 1.634280 -0.368879 0.611988 0.386254 0.583272
1305031920.140833 -1.659998 -0.624899 1.651537 -0.375021 0.616988 0.385660 0.574414
1305031920.172842 -1.661952 -0.627053 1.672575 -0.378870 0.621114 0.385333 0.567621
1305031920.209296 -1.661531 -0.628927 1.695539 -0.379224 0.622702 0.385629 0.565440
1305031920.240625 -1.668851 -0.631429 1.711841 -0.378166 0.618081 0.387407 0.569984
1305031920.272827 -1.671691 -0.636743 1.727624 -0.378158 0.610555 0.392908 0.574319
1305031920.308810 -1.678871 -0.638124 1.742836 -0.377065 0.601107 0.396578 0.582424
1305031920.324824 -1.684282 -0.643571 1.750185 -0.378889 0.585641 0.402281 0.592990
1305031920.372744 -1.687575 -0.653610 1.764267 -0.380709 0.572098 0.405994 0.602439
1305031920.409194 -1.699277 -0.657796 1.773488 -0.380316 0.557299 0.408631 0.614653
1305031920.440574 -1.705537 -0.662739 1.777716 -0.380451 0.541439 0.415146 0.624303
1305031920.473466 -1.715710 -0.668562 1.784116 -0.380653 0.528786 0.419599 0.632001
1305031920.509202 -1.723892 -0.672398 1.786870 -0.381133 0.515763 0.426354 0.637925
1305031920.540534 -1.729319 -0.673807 1.787017 -0.382004 0.504023 0.433061 0.642255
1305031920.573304 -1.739595 -0.675733 1.789780 -0.383059 0.497486 0.437053 0.644017
1305031920.609560 -1.748271 -0.680777 1.793419 -0.386226 0.489306 0.441202 0.645562
1305031920.625550 -1.756406 -0.684377 1.801327 -0.390153 0.479280 0.444731 0.648294
1305031920.672629 -1.760194 -0.693502 1.807765 -0.390577 0.465080 0.450205 0.654573
1305031920.709233 -1.770762 -0.701465 1.812175 -0.388353 0.445622 0.454410 0.666419
1305031920.740544 -1.778250 -0.705938 1.817157 -0.387119 0.425671 0.461682 0.675125
1305031920.772749 -1.782064 -0.712140 1.817813 -0.384600 0.405016 0.469059 0.684126
1305031920.807337 -1.788887 -0.713632 1.819014 -0.382209 0.385324 0.474782 0.692838
1305031920.840735 -1.795462 -0.717689 1.822069 -0.381292 0.370721 0.479778 0.697851
